timestamp_ms,dev_id,rms_x,rms_y,rms_z,overall_rms,peak_freq,peak_amp,temperature_c,humidity_rh,label
118135,1,12.083027,15.984562,23.23074,30.678547,15.62,2.230064,31.05,50.11,unknown
122038,1,11.185932,14.103857,22.673929,28.95085,13.28,2.356402,31.05,50.11,unknown
125909,1,10.578817,14.687028,22.279287,28.705173,14.84,2.055989,31.05,50.11,unknown
129884,1,10.09663,13.748138,22.298241,28.074278,4.69,1.306159,31.05,50.11,unknown
133858,1,6.907117,7.327526,21.811798,24.024059,6.25,0.686168,31.05,50.11,unknown
137792,1,12.97525,17.066025,22.555286,31.118267,16.41,2.380904,31.05,50.11,unknown
141600,1,10.210551,13.328524,21.497187,27.276985,3.12,1.267457,30.64,50.94,unknown
145492,1,11.836091,17.014797,22.673708,30.719601,3.12,1.743641,30.64,50.94,unknown
149394,1,8.852602,13.003597,22.589226,27.527004,17.97,1.752319,30.64,50.94,unknown
153491,1,10.222493,12.897551,22.669901,28.013763,17.19,2.657136,30.64,50.94,unknown
157282,1,10.041981,12.64376,22.116009,27.382919,15.62,1.264723,30.64,50.94,unknown
161062,1,13.223009,17.619944,23.081268,31.906981,14.84,2.247118,30.64,50.94,unknown
164921,1,13.093714,17.272177,22.684893,31.374802,14.84,3.316625,30.64,50.94,unknown
168795,1,9.607641,12.606526,22.179262,27.260807,2.34,1.327676,30.64,50.94,unknown
172687,1,10.822912,15.84307,22.798431,29.797756,5.47,1.773716,30.64,50.94,unknown
176679,1,11.000178,15.839756,22.920788,29.95437,13.28,2.221489,30.66,49.9,unknown
180767,1,10.514359,15.161367,22.796255,29.327255,2.34,1.487182,30.66,49.9,unknown
184793,1,9.929484,12.681603,22.921459,28.014482,4.69,1.379142,30.66,49.9,unknown
188683,1,11.777936,15.565163,22.823868,30.032042,16.41,2.692638,30.66,49.9,unknown
189151,1,0.174818,0.954207,1.404541,1.70699,0.78,0.041021,22.02,79.73,unknown
190391,1,0.175164,0.954109,1.405164,1.707484,0.78,0.039859,22.23,79.62,unknown
191631,1,0.175339,0.954398,1.405555,1.707985,0.78,0.039924,22.55,78.4,unknown
192871,1,0.353321,0.942339,1.403195,1.726789,0.78,0.106513,23.29,78.63,unknown
194110,1,0.175425,0.955067,1.404449,1.707458,0.78,0.040016,23.3,77.34,unknown
195362,1,0.17641,0.954943,1.403861,1.707007,0.78,0.04095,23.37,78.09,unknown
196601,1,0.175673,0.954353,1.404595,1.707204,0.78,0.039698,23.77,77.96,unknown
197843,1,0.353527,0.943069,1.402408,1.726592,0.78,0.105494,24.3,79.53,unknown
199082,1,0.175593,0.953863,1.404493,1.706839,0.78,0.039361,24.53,78.96,unknown
200321,1,0.175442,0.954486,1.403998,1.706764,0.78,0.039719,24.66,77.77,unknown
201571,1,0.175834,0.954928,1.404739,1.707659,0.78,0.040129,24.83,77.26,unknown
202811,1,0.175519,0.953612,1.403474,1.705852,0.78,0.039149,24.93,78.89,unknown
204051,1,0.279246,0.953331,1.403888,1.719805,0.78,0.079891,25.21,77.41,unknown
205291,1,0.175501,0.953099,1.404344,1.706279,0.78,0.040505,25.56,77.99,unknown
206541,1,0.175948,0.953416,1.403677,1.705954,0.78,0.04068,25.86,78.59,unknown
207781,1,0.175382,0.953814,1.404179,1.706529,0.78,0.04024,26.05,78.28,unknown
209021,1,0.352766,0.941503,1.402418,1.725588,0.78,0.105827,26.7,75.63,unknown
210261,1,0.174461,0.953808,1.403856,1.706167,0.78,0.039522,26.92,74.53,unknown
211501,1,0.175802,0.953186,1.403758,1.705877,0.78,0.039571,27.28,73.31,unknown
212750,1,0.175938,0.953245,1.403472,1.705689,0.78,0.03931,27.71,71.91,unknown
213995,1,0.175836,0.953575,1.405018,1.707134,0.78,0.039889,28.5,70.97,unknown
215233,1,0.17491,0.95399,1.404296,1.706678,0.78,0.039615,28.8,69.57,unknown
216481,1,0.175287,0.954246,1.405446,1.707805,0.78,0.039562,28.76,68.41,unknown
217721,1,0.175941,0.953794,1.404952,1.707214,0.78,0.039431,29.31,67.27,unknown
218961,1,0.175015,0.953849,1.404712,1.70695,0.78,0.039364,29.61,67.94,unknown
220201,1,0.278737,0.951662,1.40373,1.718668,0.78,0.080524,29.71,66.42,unknown
221451,1,0.175605,0.953565,1.404534,1.706707,0.78,0.040514,30.09,66.91,unknown
222691,1,0.176084,0.954067,1.404918,1.707353,0.78,0.03981,30.21,67.49,unknown
223931,1,0.175035,0.953752,1.404946,1.707091,0.78,0.039406,30.28,67.21,unknown
225171,1,0.352864,0.941977,1.40349,1.726737,0.78,0.10642,30.5,68.9,unknown
226411,1,0.175365,0.953759,1.404315,1.70661,0.78,0.040809,30.8,69.48,unknown
227661,1,0.175488,0.953814,1.405082,1.707284,0.78,0.041429,30.99,68.47,unknown
228901,1,0.175388,0.953819,1.404283,1.706621,0.78,0.040169,31.36,69.35,unknown
230141,1,0.17538,0.954997,1.404451,1.707417,0.78,0.038561,31.86,66.26,unknown
231381,1,0.279055,0.952368,1.404505,1.719744,0.78,0.08101,31.95,65.89,unknown
232633,1,0.176036,0.95399,1.404006,1.706554,0.78,0.039863,32.27,64.75,unknown
233871,1,0.175543,0.953736,1.403951,1.706316,0.78,0.03914,32.63,64.31,unknown
235111,1,0.175479,0.954027,1.404276,1.70674,0.78,0.039959,33.36,64.85,unknown
236351,1,0.353236,0.942574,1.402482,1.726321,0.78,0.106724,33.8,65.26,unknown
237591,1,0.17599,0.953784,1.404465,1.706812,0.78,0.039487,34.11,66.14,unknown
238841,1,0.17543,0.953616,1.403027,1.705477,0.78,0.039737,34.16,67.11,unknown
240082,1,0.17531,0.953326,1.404205,1.706272,0.78,0.039389,34.62,66.1,unknown
241321,1,0.174967,0.954198,1.403334,1.706008,0.78,0.039057,35.09,65.68,unknown
242561,1,0.353865,0.941758,1.403279,1.726652,0.78,0.106452,34.98,64.66,unknown
243801,1,0.174645,0.953715,1.403596,1.70592,0.78,0.039885,34.75,63.58,unknown
245051,1,0.173985,0.953764,1.405286,1.70727,0.78,0.03904,34.66,62.2,unknown
246291,1,0.175273,0.95327,1.403693,1.705817,0.78,0.039611,34.03,62.97,unknown
247531,1,0.175057,0.954854,1.404511,1.707352,0.78,0.040202,33.81,62.88,unknown
248771,1,0.353374,0.941769,1.40337,1.726632,0.78,0.105757,33.4,62.73,unknown
250011,1,0.176077,0.953675,1.403591,1.706039,0.78,0.039861,33.06,63.52,unknown
251263,1,0.174684,0.953849,1.404102,1.706415,0.78,0.039071,32.39,64.21,unknown
252502,1,0.175685,0.954496,1.404326,1.707063,0.78,0.040458,32.15,63.2,unknown
253741,1,0.174914,0.954944,1.404116,1.707063,0.78,0.038833,31.96,61.81,unknown
254981,1,0.35296,0.94284,1.403098,1.72691,0.78,0.105693,31.75,60.49,unknown
256223,1,0.17531,0.954468,1.40377,1.706552,0.78,0.03989,31.57,59.95,unknown
257471,1,0.175583,0.954884,1.404599,1.707493,0.78,0.040196,31.35,59.84,unknown
258711,1,0.175515,0.954455,1.404228,1.706944,0.78,0.039758,31.07,59.64,unknown
259951,1,0.174807,0.954488,1.403502,1.706291,0.78,0.039596,30.59,60.55,unknown
261201,1,0.17572,0.954371,1.405668,1.708102,0.78,0.041406,30.49,61.36,unknown
262431,1,0.352853,0.942835,1.402934,1.726753,0.78,0.105165,29.6,61.75,unknown
263681,1,0.175663,0.954872,1.404312,1.707261,0.78,0.039499,29.41,61.66,unknown
264921,1,0.17399,0.95379,1.402581,1.705059,0.78,0.039635,29.17,61.35,unknown
266161,1,0.176382,0.953356,1.404305,1.706481,0.78,0.040551,28.82,62.26,unknown
267411,1,0.17645,0.954024,1.404367,1.706912,0.78,0.04031,28.45,60.0,unknown
268641,1,0.352191,0.941825,1.403892,1.726846,0.78,0.105186,28.15,60.65,unknown
269891,1,0.176583,0.95445,1.403988,1.706854,0.78,0.040911,27.93,61.47,unknown
271133,1,0.17631,0.953751,1.403851,1.706322,0.78,0.03958,27.87,61.07,unknown
272371,1,0.175917,0.95195,1.40438,1.705709,0.78,0.039434,26.95,60.67,unknown
273621,1,0.175705,0.954733,1.404089,1.707005,0.78,0.040074,26.56,61.53,unknown
274861,1,0.175814,0.953871,1.404697,1.707034,0.78,0.039587,26.46,60.09,unknown
276101,1,0.27777,0.951373,1.403013,1.717767,0.78,0.079097,26.14,58.63,unknown
277342,1,0.174602,0.954549,1.404997,1.707534,0.78,0.039297,25.86,59.39,unknown
278581,1,0.176558,0.953677,1.404332,1.706701,0.78,0.040932,25.44,60.82,unknown
279832,1,0.175111,0.953392,1.404308,1.706373,0.78,0.039989,25.08,59.68,unknown
281071,1,0.175857,0.95559,1.403247,1.706806,0.78,0.038974,24.73,60.51,unknown
282311,1,0.356341,0.954361,1.404761,1.735266,0.78,0.105451,24.21,61.07,unknown
283551,1,0.174767,0.954734,1.404949,1.707615,0.78,0.040088,23.93,60.25,unknown
284801,1,0.175376,0.954715,1.404903,1.707629,0.78,0.039483,23.39,59.79,unknown
286041,1,0.175644,0.953652,1.40318,1.705646,0.78,0.040461,23.18,58.6,unknown
287281,1,0.1741,0.954107,1.404778,1.707055,0.78,0.039895,22.79,58.11,unknown
288521,1,0.353145,0.942615,1.40355,1.727191,0.78,0.105356,22.47,59.42,unknown
289762,1,0.175439,0.954325,1.403676,1.706408,0.78,0.039516,22.36,58.37,unknown
291011,1,0.174704,0.952875,1.40409,1.705862,0.78,0.039205,22.1,56.94,unknown
292251,1,0.176012,0.95314,1.404867,1.706783,0.78,0.039219,21.97,55.78,unknown
293491,1,0.176802,0.952861,1.405511,1.707241,0.78,0.039653,21.87,56.66,unknown
294731,1,0.352084,0.941739,1.403207,1.72622,0.78,0.10609,21.33,56.43,unknown
295971,1,0.179491,0.953659,1.404771,1.707358,14.84,0.047794,21.29,56.1,unknown
297221,1,0.174149,0.951788,1.404094,1.705201,0.78,0.039271,21.06,55.7,unknown
298461,1,0.178783,0.953207,1.403782,1.706216,10.94,0.041518,20.8,55.53,unknown
299701,1,0.178006,0.953267,1.40567,1.707724,0.78,0.039981,20.28,54.42,unknown
300941,1,0.352837,0.941843,1.403658,1.726795,0.78,0.10645,20.09,55.33,unknown
302181,1,0.175901,0.953337,1.40394,1.706121,0.78,0.039957,20.46,56.1,unknown
303431,1,0.17545,0.952187,1.404038,1.705513,0.78,0.039878,20.72,55.57,unknown
304671,1,0.174985,0.953377,1.403815,1.705946,0.78,0.039936,21.31,55.43,unknown
305911,1,0.175114,0.953478,1.40445,1.706539,0.78,0.039837,21.44,55.98,unknown
307151,1,0.351746,0.94227,1.402705,1.726033,0.78,0.105917,21.48,54.79,unknown
308391,1,0.175569,0.954907,1.403947,1.70697,0.78,0.040135,21.39,53.43,unknown
309642,1,0.174425,0.954347,1.403887,1.706489,0.78,0.039831,21.67,51.9,unknown
310881,1,0.175265,0.954032,1.404847,1.70719,0.78,0.039821,21.69,50.78,unknown
312121,1,0.175456,0.955802,1.404401,1.707833,0.78,0.040029,22.14,51.75,unknown
313361,1,0.357255,0.952025,1.40427,1.733772,0.78,0.105713,22.4,50.22,unknown
314611,1,0.174873,0.954284,1.40544,1.707777,0.78,0.039871,22.96,49.14,unknown
315851,1,0.17539,0.954041,1.404255,1.706721,0.78,0.039314,23.23,47.19,unknown
317091,1,0.175686,0.953863,1.404738,1.707049,0.78,0.041076,23.57,47.61,unknown
318331,1,0.352731,0.942925,1.402658,1.726553,0.78,0.10583,23.84,46.48,unknown
319571,1,0.175401,0.954813,1.404035,1.706973,0.78,0.039779,24.03,45.18,unknown
320821,1,0.17534,0.9544,1.404765,1.707335,0.78,0.039745,24.52,43.32,unknown
322061,1,0.175544,0.954699,1.403839,1.706761,0.78,0.040212,24.73,44.1,unknown
323301,1,0.208138,0.952661,1.403595,1.709086,6.25,0.063404,24.98,44.77,unknown
324541,1,0.35668,0.952402,1.40249,1.73242,0.78,0.104893,25.12,45.62,unknown
325781,1,0.176909,0.954186,1.405495,1.707978,0.78,0.041316,25.42,44.33,unknown
327030,1,0.176182,0.954045,1.404936,1.707364,0.78,0.039665,25.78,45.05,unknown
328272,1,0.175297,0.953171,1.404102,1.7061,0.78,0.040407,26.15,44.89,unknown
329511,1,0.35268,0.942356,1.402681,1.726251,0.78,0.10662,26.56,45.52,unknown
330751,1,0.174878,0.953797,1.404921,1.70708,0.78,0.039948,26.69,45.21,unknown
331991,1,0.175231,0.954497,1.404293,1.70699,0.78,0.039627,27.43,43.26,unknown
333241,1,0.176482,0.95375,1.404843,1.707155,0.78,0.040595,27.79,42.26,unknown
334481,1,0.174709,0.953156,1.405297,1.707012,0.78,0.04059,27.94,40.92,unknown
335721,1,0.175519,0.953145,1.405731,1.707447,0.78,0.040398,28.14,41.44,unknown
336971,1,0.175896,0.952808,1.404194,1.706033,0.78,0.040194,28.46,39.8,unknown
338211,1,0.175216,0.952906,1.403825,1.705715,0.78,0.038213,28.85,40.0,unknown
339451,1,0.176167,0.95354,1.405174,1.707277,0.78,0.040089,29.03,39.54,unknown
340691,1,0.357132,0.952846,1.404117,1.734074,0.78,0.105371,29.39,41.09,unknown
341941,1,0.175643,0.954133,1.404628,1.707105,0.78,0.039338,30.05,42.9,unknown
343181,1,0.175818,0.9546,1.405223,1.707873,0.78,0.040071,30.12,42.18,unknown
344421,1,0.174228,0.953566,1.404316,1.706387,0.78,0.03918,30.33,43.26,unknown
345661,1,0.352841,0.942465,1.402681,1.726342,0.78,0.106466,30.8,43.53,unknown
346903,1,0.175252,0.955476,1.405172,1.708262,0.78,0.040675,30.94,45.86,unknown
348151,1,0.176239,0.954141,1.404213,1.70683,0.78,0.040748,31.37,45.92,unknown
349391,1,0.176199,0.954478,1.405495,1.708068,0.78,0.04016,31.43,45.09,unknown
350631,1,0.17625,0.952949,1.403889,1.705897,0.78,0.038907,31.64,45.52,unknown
351881,1,0.175258,0.954408,1.404715,1.70729,0.78,0.040501,32.12,44.84,unknown
353121,1,0.175495,0.953465,1.404366,1.706502,0.78,0.040613,32.67,45.15,unknown
354361,1,0.175851,0.953693,1.404816,1.707036,0.78,0.040852,32.94,46.43,unknown
355611,1,0.175866,0.955076,1.404823,1.707815,0.78,0.040022,33.4,46.45,unknown
356842,1,0.353907,0.942728,1.402263,1.726365,0.78,0.105843,33.56,46.63,unknown
358092,1,0.175582,0.954622,1.404359,1.707151,0.78,0.040002,34.31,46.84,unknown
359331,1,0.175655,0.95514,1.404571,1.707623,0.78,0.03949,34.37,46.96,unknown
360571,1,0.176038,0.953559,1.404172,1.706449,0.78,0.039554,34.52,46.25,unknown
361811,1,0.353819,0.941605,1.40252,1.725942,0.78,0.106681,34.59,47.71,unknown
363051,1,0.177495,0.95373,1.405679,1.707935,0.78,0.041931,35.09,49.34,unknown
364300,1,0.177358,0.95295,1.405807,1.707592,0.78,0.039076,35.03,50.34,unknown
365542,1,0.174952,0.954365,1.402659,1.705544,0.78,0.040087,34.64,49.74,unknown
366782,1,0.464417,0.941156,1.401793,1.75114,0.78,0.145038,34.19,50.06,unknown
368021,1,0.176357,0.954508,1.404926,1.707634,0.78,0.039972,34.05,51.29,unknown
369261,1,0.175576,0.953848,1.404709,1.707006,0.78,0.039548,33.43,51.88,unknown
370516,1,0.176531,0.953457,1.40427,1.706524,0.78,0.041038,33.21,52.89,unknown
371751,1,0.134305,0.955073,1.406302,1.705257,22.66,0.001802,33.01,52.32,unknown
372991,1,0.176285,0.952462,1.403925,1.705659,0.78,0.039541,32.9,51.72,unknown
374241,1,0.175482,0.954264,1.405341,1.707747,0.78,0.040893,32.35,51.09,unknown
375481,1,0.17679,0.953641,1.404929,1.707196,0.78,0.040925,31.91,52.39,unknown
376721,1,0.177604,0.953334,1.404884,1.707072,0.78,0.040506,31.7,52.85,unknown
377961,1,0.352043,0.941448,1.403164,1.726017,0.78,0.105387,31.47,54.18,unknown
379201,1,0.175397,0.954063,1.405629,1.707865,0.78,0.039587,30.78,54.36,unknown
380451,1,0.174392,0.95383,1.403536,1.70591,0.78,0.039659,30.24,54.85,unknown
381691,1,0.176261,0.954557,1.404262,1.707106,0.78,0.039745,29.78,54.96,unknown
382931,1,0.175781,0.954814,1.403237,1.706356,0.78,0.039681,29.36,56.4,unknown
384172,1,0.279184,0.952624,1.403334,1.718951,0.78,0.079431,28.63,57.76,unknown
385421,1,0.175376,0.953942,1.404095,1.706533,0.78,0.041413,28.37,58.99,unknown
386661,1,0.174566,0.954154,1.403377,1.705979,0.78,0.038817,28.3,60.27,unknown
387901,1,0.174499,0.953803,1.404441,1.706649,0.78,0.038882,27.91,59.53,unknown
389151,1,0.175522,0.954389,1.403687,1.706463,0.78,0.03942,27.64,59.93,unknown
390391,1,0.35742,0.952383,1.403765,1.733593,0.78,0.104759,26.96,58.15,unknown
391631,1,0.175238,0.954866,1.403914,1.706886,0.78,0.039477,26.63,59.39,unknown
392871,1,0.175349,0.954027,1.404518,1.706925,0.78,0.039714,26.34,59.61,unknown
394121,1,0.175137,0.954192,1.404787,1.707217,0.78,0.041353,26.25,59.64,unknown
395361,1,0.17635,0.954463,1.403543,1.706471,0.78,0.03995,25.42,59.73,unknown
396601,1,0.357915,0.953032,1.403012,1.733443,0.78,0.105049,24.96,60.79,unknown
397841,1,0.174812,0.953699,1.404207,1.70643,0.78,0.039957,24.82,60.88,unknown
399082,1,0.174584,0.954166,1.403339,1.705954,0.78,0.040302,24.45,61.24,unknown
400331,1,0.1758,0.955174,1.402912,1.706291,0.78,0.040319,23.6,59.49,unknown
401571,1,0.174793,0.955143,1.403902,1.706985,0.78,0.03951,23.26,59.59,unknown
402812,1,0.35783,0.952246,1.403143,1.7331,0.78,0.105569,23.19,59.9,unknown
404052,1,0.176173,0.954153,1.403599,1.706324,0.78,0.039502,22.65,59.15,unknown
405301,1,0.1744,0.954237,1.404066,1.706572,0.78,0.040396,22.35,58.61,unknown
406541,1,0.175616,0.954158,1.403495,1.706185,0.78,0.039701,21.85,57.18,unknown
407781,1,0.175041,0.955041,1.404486,1.707434,0.78,0.040038,21.48,58.27,unknown
409021,1,0.279206,0.952957,1.402848,1.718743,0.78,0.080907,21.47,58.33,unknown
410271,1,0.1759,0.953728,1.404478,1.706781,0.78,0.040026,21.22,59.58,unknown
411511,1,0.186906,0.952703,1.403949,1.706942,14.06,0.053593,20.48,61.16,unknown
412751,1,0.185692,0.954013,1.405241,1.708604,10.16,0.047813,20.49,61.34,unknown
413991,1,0.356291,0.940993,1.401433,1.725233,0.78,0.104908,20.29,62.4,unknown
415233,1,0.177142,0.953597,1.402869,1.705512,0.78,0.038984,19.91,62.48,unknown
416481,1,0.179881,0.952459,1.40421,1.706266,10.94,0.041054,20.65,64.15,unknown
417721,1,0.183264,0.953022,1.4046,1.707261,10.16,0.042504,20.76,63.3,unknown
418961,1,0.176394,0.95293,1.403523,1.705601,0.78,0.039201,20.92,62.57,unknown
420201,1,0.35206,0.94158,1.402101,1.725229,0.78,0.105541,20.94,62.57,unknown
421441,1,0.176297,0.953271,1.404628,1.706691,0.78,0.040719,21.2,61.73,unknown
422693,1,0.174265,0.954098,1.404596,1.706917,0.78,0.040102,21.8,63.37,unknown
423931,1,0.1765,0.953394,1.403143,1.705559,0.78,0.040332,22.28,64.59,unknown
425171,1,0.353849,0.941739,1.403385,1.726725,0.78,0.106311,22.42,64.1,unknown
426411,1,0.175106,0.953227,1.403981,1.706013,0.78,0.039981,22.85,63.55,unknown
427651,1,0.176394,0.953617,1.404741,1.706988,0.78,0.040049,23.29,63.12,unknown
428901,1,0.175372,0.953624,1.404832,1.70696,0.78,0.040165,23.52,64.54,unknown
430141,1,0.352818,0.941733,1.403285,1.726429,0.78,0.104929,23.81,63.65,unknown
431381,1,0.175825,0.954497,1.404446,1.707178,0.78,0.03962,24.24,62.81,unknown
432621,1,0.17583,0.954323,1.404788,1.707363,0.78,0.039403,24.77,61.63,unknown
433871,1,0.175211,0.953243,1.405263,1.707086,0.78,0.040739,24.83,60.71,unknown
435111,1,0.175818,0.954046,1.404733,1.707161,0.78,0.040247,25.27,60.82,unknown
436351,1,0.175239,0.953558,1.405807,1.707712,0.78,0.040399,25.5,61.4,unknown
437592,1,0.175195,0.954162,1.405586,1.707862,0.78,0.040649,25.96,63.3,unknown
438841,1,0.175505,0.953168,1.405743,1.707469,0.78,0.039247,25.97,64.83,unknown
440082,1,0.353244,0.942874,1.40323,1.727093,0.78,0.104492,26.1,66.2,unknown
441322,1,0.175298,0.953589,1.405946,1.70785,0.78,0.040674,26.38,67.61,unknown
442551,1,0.540173,0.939485,1.401993,1.772007,0.78,0.170144,26.91,66.71,unknown
443791,1,0.35192,0.94262,1.404356,1.7276,0.78,0.105926,27.13,66.88,unknown
445031,1,0.174879,0.954009,1.405359,1.70756,0.78,0.040015,27.07,66.15,unknown
446281,1,0.175771,0.953614,1.404681,1.706871,0.78,0.039746,27.29,67.34,unknown
447521,1,0.177245,0.951761,1.404935,1.706199,0.78,0.038497,27.79,67.55,unknown
448761,1,0.279014,0.951154,1.404947,1.719427,0.78,0.079979,28.42,70.24,unknown
450001,1,0.175697,0.954737,1.406684,1.709141,0.78,0.040768,28.89,69.51,unknown
451251,1,0.176623,0.955118,1.407613,1.710212,0.78,0.040628,29.07,71.0,unknown
452491,1,0.179313,0.95156,1.405905,1.7071,0.78,0.039198,29.19,72.26,unknown
453731,1,0.174668,0.952546,1.405543,1.706871,0.78,0.039973,29.74,72.31,unknown
454981,1,0.176528,0.952052,1.405336,1.706617,0.78,0.03999,30.17,73.32,unknown
456221,1,0.178558,0.951933,1.406194,1.707468,0.78,0.040839,30.36,72.52,unknown
457461,1,0.358544,0.951301,1.404314,1.733674,0.78,0.10578,30.42,72.99,unknown
458701,1,0.177328,0.954251,1.404111,1.70692,0.78,0.040468,30.6,72.52,unknown
459951,1,0.175838,0.951918,1.405807,1.706859,0.78,0.039465,31.48,71.93,unknown
461192,1,0.177266,0.952783,1.40467,1.706552,0.78,0.040397,31.86,72.47,unknown
462431,1,0.175162,0.95217,1.405797,1.706921,0.78,0.038481,32.26,73.56,unknown
463681,1,0.18153,0.953153,1.404489,1.707058,0.78,0.040222,32.55,72.61,unknown
464921,1,0.179946,0.952795,1.405585,1.707592,14.84,0.050435,33.03,73.96,unknown
466161,1,0.175695,0.952488,1.405156,1.706625,0.78,0.039168,33.43,74.04,unknown
467411,1,0.176402,0.95242,1.405291,1.706772,0.78,0.040802,33.74,75.12,unknown
468651,1,0.175689,0.95264,1.405042,1.706616,0.78,0.03928,34.02,75.55,unknown
469891,1,0.174728,0.952597,1.404117,1.705733,0.78,0.039142,34.25,78.28,unknown
471131,1,0.353469,0.940211,1.402815,1.725349,0.78,0.105598,34.33,77.54,unknown
472371,1,0.180965,0.953668,1.40495,1.707665,0.78,0.041263,34.88,78.65,unknown
473621,1,0.176494,0.953215,1.404607,1.706662,0.78,0.040503,35.08,78.7,unknown
474861,1,0.178688,0.95391,1.405622,1.708114,15.62,0.042178,34.52,79.26,unknown
476101,1,0.279163,0.950768,1.403268,1.717865,0.78,0.080019,34.3,79.34,unknown
477342,1,0.174804,0.955233,1.405724,1.708535,0.78,0.03978,33.78,80.53,unknown
478593,1,0.176821,0.952145,1.405128,1.706528,0.78,0.040047,33.7,80.0,unknown
479832,1,0.179064,0.951416,1.403948,1.705382,0.78,0.040777,33.61,80.72,unknown
481071,1,0.180936,0.95375,1.404575,1.707399,0.78,0.040979,33.26,79.87,unknown
482321,1,0.177417,0.953201,1.405267,1.707292,0.78,0.040494,33.1,79.49,unknown
483561,1,0.179219,0.952279,1.404229,1.706111,15.62,0.04259,32.6,80.26,unknown
484801,1,0.175714,0.952323,1.403631,1.70528,0.78,0.039511,32.19,79.0,unknown
486041,1,0.278603,0.951893,1.402714,1.717944,0.78,0.079754,31.8,80.46,unknown
487291,1,0.175684,0.954465,1.404082,1.706846,0.78,0.039429,31.44,79.0,unknown
488531,1,0.175672,0.954378,1.405476,1.707942,0.78,0.041009,31.06,77.82,unknown
489771,1,0.175577,0.953255,1.403547,1.705717,0.78,0.039898,30.66,77.82,unknown
491011,1,0.277941,0.952438,1.403499,1.718781,0.78,0.080459,30.18,78.18,unknown
492261,1,0.175964,0.953383,1.404368,1.706504,0.78,0.040535,30.02,78.89,unknown
493501,1,0.176141,0.954627,1.405291,1.707979,0.78,0.040455,29.61,77.74,unknown
494741,1,0.176261,0.954784,1.405132,1.707948,0.78,0.040209,29.57,77.58,unknown
495981,1,0.353431,0.942383,1.403644,1.727202,0.78,0.105701,29.19,78.11,unknown
497224,1,0.175649,0.954255,1.404644,1.707188,0.78,0.040633,28.33,79.22,unknown
498471,1,0.175172,0.951904,1.405156,1.706246,0.78,0.0392,28.41,78.18,unknown
